Name;Price;URL;idproduto;idgradex;idgradey;descrição;idmarca;iddepartamento;classificacao;idcodigonbm;Ean
Panela De Pressão Panelux Polida Alumínio 4,5 Litros;102,17;https://lista.mercadolivre.com.br/7898147771029#D[A:7898147771029];3007;410;0;PANELA PRESSAO PANELUX 4.5L POLIDA-410-0;184;1060101020;6010102;76151000;7898147771029
Panela Pressão 4,5l Polida Classic;87,51;https://lista.mercadolivre.com.br/7898147771029#D[A:7898147771029];3007;410;0;PANELA PRESSAO PANELUX 4.5L POLIDA-410-0;184;1060101020;6010102;76151000;7898147771029
Panela De Pressão 4,5 Litros Panelux Classic Polida Alumínio;54;https://lista.mercadolivre.com.br/7898147771029#D[A:7898147771029];3007;410;0;PANELA PRESSAO PANELUX 4.5L POLIDA-410-0;184;1060101020;6010102;76151000;7898147771029
Panela De Pressão Classic 4,5 Litros Alumínio Panelux C\u002F Nf;65;https://lista.mercadolivre.com.br/7898147771029#D[A:7898147771029];3007;410;0;PANELA PRESSAO PANELUX 4.5L POLIDA-410-0;184;1060101020;6010102;76151000;7898147771029
Panela De Pressão 4,5litros Panelux A Mais Vendida Do Brasil;59,89;https://lista.mercadolivre.com.br/7898147771029#D[A:7898147771029];3007;410;0;PANELA PRESSAO PANELUX 4.5L POLIDA-410-0;184;1060101020;6010102;76151000;7898147771029
Panela De Pressão 4,5 Litros Panelux Classic Polida Alumínio;64,97;https://lista.mercadolivre.com.br/7898147771029#D[A:7898147771029];3007;410;0;PANELA PRESSAO PANELUX 4.5L POLIDA-410-0;184;1060101020;6010102;76151000;7898147771029
Panela De Pressão 4,5litros Panelux Aluminio Polido;75,04;https://lista.mercadolivre.com.br/7898147771029#D[A:7898147771029];3007;410;0;PANELA PRESSAO PANELUX 4.5L POLIDA-410-0;184;1060101020;6010102;76151000;7898147771029
Panela De Pressão 4,5 Litros Panelux Classic Polida Alumínio;64,98;https://lista.mercadolivre.com.br/7898147771029#D[A:7898147771029];3007;410;0;PANELA PRESSAO PANELUX 4.5L POLIDA-410-0;184;1060101020;6010102;76151000;7898147771029
Kit 2 Panela Pressão Polida 4,5 Litros De Aluminio Panelux;154;https://lista.mercadolivre.com.br/7898147771029#D[A:7898147771029];3007;410;0;PANELA PRESSAO PANELUX 4.5L POLIDA-410-0;184;1060101020;6010102;76151000;7898147771029
Panela De Pressão 4,5l Panelux Classic Pulida 001029;119,89;https://lista.mercadolivre.com.br/7898147771029#D[A:7898147771029];3007;410;0;PANELA PRESSAO PANELUX 4.5L POLIDA-410-0;184;1060101020;6010102;76151000;7898147771029
Panela De Pressão 4,5 Litros Panelux Classic Polida Alumínio;65,48;https://lista.mercadolivre.com.br/7898147771029#D[A:7898147771029];3007;410;0;PANELA PRESSAO PANELUX 4.5L POLIDA-410-0;184;1060101020;6010102;76151000;7898147771029
Panela De Pressão Panelux Polida Classic 4,5 Litros;78;https://lista.mercadolivre.com.br/7898147771029#D[A:7898147771029];3007;410;0;PANELA PRESSAO PANELUX 4.5L POLIDA-410-0;184;1060101020;6010102;76151000;7898147771029
Panela De Pressão 4,5 Litros Panelux Classic Polida Alumínio;59;https://lista.mercadolivre.com.br/7898147771029#D[A:7898147771029];3007;410;0;PANELA PRESSAO PANELUX 4.5L POLIDA-410-0;184;1060101020;6010102;76151000;7898147771029
Panela De Pressão 4,5litros Panelux A Mais Vendida Do Brasil;77;https://lista.mercadolivre.com.br/7898147771029#D[A:7898147771029];3007;410;0;PANELA PRESSAO PANELUX 4.5L POLIDA-410-0;184;1060101020;6010102;76151000;7898147771029
Kit 2 Panela De Pressão Panelux 4,5 Litros Polida Aluminio;154;https://lista.mercadolivre.com.br/7898147771029#D[A:7898147771029];3007;410;0;PANELA PRESSAO PANELUX 4.5L POLIDA-410-0;184;1060101020;6010102;76151000;7898147771029
Panela De Pressão 4,5 Litros Panelux;54;https://lista.mercadolivre.com.br/7898147771029#D[A:7898147771029];3007;410;0;PANELA PRESSAO PANELUX 4.5L POLIDA-410-0;184;1060101020;6010102;76151000;7898147771029
Kit 2 Panela De Pressão Panelux Polida 4,5 Litros Aluminio;144;https://lista.mercadolivre.com.br/7898147771029#D[A:7898147771029];3007;410;0;PANELA PRESSAO PANELUX 4.5L POLIDA-410-0;184;1060101020;6010102;76151000;7898147771029
Geladeira Consul Degelo Seco 261l Branca Com Gavetão Cra30fb;2181,71;https://lista.mercadolivre.com.br/7891129186408#D[A:7891129186408];3363;13;1;REFRIG CONSUL CRA30 BR-13-1;59;1010101010;1010101;84182100;7891129186408
Geladeira Consul 261 Litros Degelo Seco Branco Cra30fb - 127v;2119;https://lista.mercadolivre.com.br/7891129186408#D[A:7891129186408];3363;13;1;REFRIG CONSUL CRA30 BR-13-1;59;1010101010;1010101;84182100;7891129186408
Geladeira Degelo Seco Consul Cra30fb 261 Litros Branca 110v;2499;https://lista.mercadolivre.com.br/7891129186408#D[A:7891129186408];3363;13;1;REFRIG CONSUL CRA30 BR-13-1;59;1010101010;1010101;84182100;7891129186408
Refrigerador 1 Porta 261 Litros Consul Cra30fb;2297;https://lista.mercadolivre.com.br/7891129186408#D[A:7891129186408];3363;13;1;REFRIG CONSUL CRA30 BR-13-1;59;1010101010;1010101;84182100;7891129186408
Refrigerador Consul Degelo Seco 261 Litros Cra30fbana 127 V;2148;https://lista.mercadolivre.com.br/7891129186408#D[A:7891129186408];3363;13;1;REFRIG CONSUL CRA30 BR-13-1;59;1010101010;1010101;84182100;7891129186408
Refrigerador Consul Degelo Seco 261 Litros Cra30fbana 127 V;2258;https://lista.mercadolivre.com.br/7891129186408#D[A:7891129186408];3363;13;1;REFRIG CONSUL CRA30 BR-13-1;59;1010101010;1010101;84182100;7891129186408
